age,city,country,finalWorth,firstName,gender,industries,lastName,rank,source
80,San Francisco,United States,4600,Dagmar,F,Technology,Dolby,622,Dolby Laboratories
56,London,United Kingdom,4600,Bruce,M,Finance & Investments,Flatt,622,money management
97,Tokyo,Japan,4600,Masatoshi,M,Fashion & Retail,Ito,622,retail
68,London,United Kingdom,4600,Viatcheslav,M,Manufacturing,Kantor,622,"fertilizer, real estate"
73,Leawood,United States,4600,Min,M,Technology,Kao,622,navigation equipment
66,Xiamen,China,4600,Xiucheng,M,Technology,Lin,622,electronics
60,Miami Beach,United States,4600,Sami,M,Finance & Investments,Mnaymneh,622,private equity
64,New York,United States,4600,Tony,M,Finance & Investments,Tamer,622,private equity
67,Sydney,Australia,4600,Richard,M,Technology,White,622,software
59,Shenzhen,China,4600,Baoguo,M,Healthcare,Zhu,622,pharmaceuticals
57,Hertfordshire,United Kingdom,4500,Michael,M,Fashion & Retail,Ashley,637,sports retailing
78,New York,United States,4500,Ron,M,Finance & Investments,Baron,637,money management
60,Austin,United States,4500,Bert,M,Food & Beverage,Beveridge,637,vodka
48,Darien,United States,4500,Todd,M,Finance & Investments,Boehly,637,finance
79,Fort Worth,United States,4500,David,M,Finance & Investments,Bonderman,637,private equity
55,Shanghai,China,4500,Guangchang,M,Diversified,Guo,637,conglomerate
60,Edmonton,Canada,4500,Daryl,M,Diversified,Katz,637,pharmacies
96,Chevy Chase,United States,4500,Ted,M,Real Estate,Lerner,637,real estate
59,Mumbai,India,4500,Falguni,F,Fashion & Retail,Nayar,637,retailing
70,Dallas,United States,4500,Trevor,M,Energy,Rees-Jones,637,oil & gas
80,Little Jackson Hole,United States,4500,J. Joe,M,Finance & Investments,Ricketts,637,TD Ameritrade
68,Dallas,United States,4500,Robert,M,Service,Rowling,637,"hotels, investments"
62,Steamboat Springs,United States,4500,Mark,M,Finance & Investments,Stevens,637,venture capital
28,Kverva,Norway,4500,Gustav Magnar,M,Food & Beverage,Witzoe,637,fish farming
56,Beijing,China,4500,Liangzhi,M,Healthcare,Xie,637,biotech
58,Hong Kong,Hong Kong,4500,Kin-man,M,Manufacturing,Yeung,637,electronics
0,Ningbo,China,4500,Hejun,M,Manufacturing,Zhang,637,electronics
67,Prague,Czechia,4400,Andrej,M,Food & Beverage,Babis,654,agriculture
82,Treviso,Italy,4400,Giuseppe,M,Fashion & Retail,De'Longhi,654,coffee makers
80,New York,United States,4400,Barry,M,Media & Entertainment,Diller,654,online media
57,Munich,Germany,4400,Christian,M,Fashion & Retail,Haub,654,retail
58,Wuhan,China,4400,Li,M,Technology,Huang,654,imaging systems
89,Bingham Farms,United States,4400,Marian,F,Food & Beverage,Ilitch,654,Little Caesars
56,Moscow,Russia,4400,Suleiman,M,Finance & Investments,Kerimov & family,654,gold
70,Hong Kong,Hong Kong,4400,Edwin,M,Real Estate,Leong,654,real estate
35,Shenzhen,China,4400,Yiwen,F,Fashion & Retail,Lu,654,jewelry
75,Bangalore,India,4400,N.R. Narayana,M,Technology,Murthy,654,software services
52,Wuxi,China,4400,Jianliang,M,Manufacturing,Yang,654,machinery
67,Moscow,Russia,4300,Pyotr,M,Finance & Investments,Aven,665,"oil, banking, telecom"
50,Sao Paulo,Brazil,4300,Joesley,M,Food & Beverage,Batista,665,beef processing
49,Sao Paulo,Brazil,4300,Wesley,M,Food & Beverage,Batista,665,beef packing
88,Dallas,United States,4300,Margot,F,Technology,Birmingham Perot,665,"computer services, real estate"
63,Los Angeles,United States,4300,Rick,M,Real Estate,Caruso,665,real estate
62,Cockeysville,United States,4300,Jim,M,Service,Davis,665,staffing & recruiting
69,Dusseldorf,Germany,4300,Walter P.J.,M,Finance & Investments,Droege,665,investing
57,Houston,United States,4300,Dan,M,Automotive,Friedkin,665,Toyota dealerships
70,Changshu,China,4300,Dekang,M,Fashion & Retail,Gao,665,apparel
65,Kirkkonummi,Finland,4300,Antti,M,Manufacturing,Herlin,665,"elevators, escalators"
93,Dallas,United States,4300,W. Herbert,M,Energy,Hunt,665,oil
49,Shanghai,China,4300,Jason,M,Media & Entertainment,Jiang,665,advertising
81,Burlingame,United States,4300,Rupert,M,Finance & Investments,Johnson,665,money management
80,Delhi,India,4300,Vikram,M,Automotive,Lal,665,motorcycles
0,Hong Kong,Hong Kong,4300,Wai-ying,F,Manufacturing,Lam,665,smartphone screens
61,San Francisco,United States,4300,Chris,M,Finance & Investments,Larsen,665,cryptocurrency
81,Bonita Springs,United States,4300,Richard,M,Fashion & Retail,Schulze,665,Best Buy
77,New York,United States,4300,Paul,M,Finance & Investments,Singer,665,hedge funds
61,Miami,United States,4300,Barry,M,Finance & Investments,Sternlicht,665,private equity
40,Beijing,China,4300,Hua,M,Media & Entertainment,Su,665,video streaming
61,Chicago,United States,4300,Mark,M,Finance & Investments,Walter,665,finance
77,Oak Brook,United States,4300,Ty,M,Real Estate,Warner,665,"plush toys, real estate"
55,Donetsk,Ukraine,4200,Rinat,M,Metals & Mining,Akhmetov,687,"steel, coal"
0,Paris,France,4200,Martin & Olivier,M,Construction & Engineering,Bouygues,687,"construction, media"
78,Koenigstein,Germany,4200,Bernard,M,Healthcare,Broermann,687,hospitals
84,Seoul,South Korea,4200,Mong-Koo,M,Automotive,Chung,687,Hyundai
75,Vienna,United States,4200,Daniel,M,Finance & Investments,D'Aniello,687,private equity
95,Lucerne,Switzerland,4200,Traudl,F,Healthcare,Engelhorn,687,"pharmaceuticals, medical equipment"
76,Modena,Italy,4200,Piero,M,Automotive,Ferrari,687,automobiles
67,Toronto,Canada,4200,Carlo,M,Real Estate,Fidani,687,real estate
55,London,United Kingdom,4200,Yakir,M,Real Estate,Gabay,687,real estate
64,London,United Kingdom,4200,Jaime,M,Finance & Investments,Gilinski Bacal,687,banking
81,Lucerne,Switzerland,4200,Bertil,M,Service,Hult,687,education
86,Nashville,United States,4200,Martha,F,Media & Entertainment,Ingram,687,"book distribution, transportation"
70,Hong Kong,Hong Kong,4200,Yin Yee,M,Manufacturing,Lee,687,glass
60,New York,United States,4200,Daniel,M,Finance & Investments,Loeb,687,hedge funds
85,Houston,United States,4200,Janice,F,Sports,McNair,687,"energy, sports"
66,Mumbai,India,4200,Ajay,M,Healthcare,Piramal,687,pharmaceuticals
39,Glendora,United States,4200,Lynsi,F,Food & Beverage,Snyder,687,In-N-Out Burger
62,Weiningen,Switzerland,4200,Peter,M,Manufacturing,Spuhler,687,train cars
81,Perth,Australia,4200,Kerry,M,Diversified,Stokes,687,"construction equipment, media"
63,New York,United States,4200,Jon,M,Healthcare,Stryker,687,medical equipment
66,New York,United States,4200,Vincent,M,Finance & Investments,Viola,687,electronic trading
74,Palo Alto,United States,4200,Romesh T.,M,Technology,Wadhwani,687,software
54,,Mexico,4100,Juan Domingo,M,Food & Beverage,Beckmann Legorreta,709,tequila
63,Madrid,Spain,4100,Rafael,M,Construction & Engineering,Del Pino,709,construction
56,Paralimni,Cyprus,4100,Sergey,M,Technology,Dmitriev,709,software
67,Bangalore,India,4100,Senapathy,M,Technology,Gopalakrishnan,709,software services
94,Saint John,Canada,4100,James,M,Diversified,Irving,709,diversified
51,Seoul,South Korea,4100,Boo-jin,F,Service,Lee,709,Samsung
82,Hong Kong,Hong Kong,4100,Samuel Tak,M,Real Estate,Lee,709,real estate
63,Austin,United States,4100,Thai,F,Technology,Lee,709,IT provider
52,Glencoe,United States,4100,Eric,M,Technology,Lefkofsky,709,"Groupon, investments"
57,Beijing,China,4100,Weiguo,M,Manufacturing,Li,709,construction materials
89,Sao Paulo,Brazil,4100,Ermirio Pereira de,M,Diversified,Moraes,709,diversified
91,Sao Paulo,Brazil,4100,Maria Helena,F,Diversified,Moraes Scripilliti,709,diversified
0,Lugano,Switzerland,4100,Augusto & Giorgio,M,Food & Beverage,Perfetti,709,candy
67,Croton-on-Hudson,United States,4100,Thomas,M,Media & Entertainment,Secunda,709,Bloomberg LP
67,Milan,Italy,4100,Shaul,M,Telecom,Shani,709,telecom
72,Phoenix,United States,4100,E. Joe,M,Automotive,Shoen,709,U-Haul
76,Beverly Hills,United States,4100,Steven,M,Service,Udvar-Hazy,709,aircraft leasing
51,Delray Beach,United States,4100,Russ,M,Food & Beverage,Weiner,709,energy drinks
53,Chongqing,China,4100,Guanjiang,M,Healthcare,Wu,709,pharmaceuticals
68,London,United Kingdom,4000,Anil,M,Metals & Mining,Agarwal,728,"mining, metals"
54,Bangkok,Thailand,4000,Somphote,M,Energy,Ahunai,728,renewable energy
76,Milan,Italy,4000,Patrizio,M,Fashion & Retail,Bertelli,728,luxury goods
68,Miami,United States,4000,Rakesh,M,Service,Gangwal,728,airline
87,Espelkamp,Germany,4000,Paul,M,Gambling & Casinos,Gauselmann,728,gambling
66,Tianjin,China,4000,Hong,M,Healthcare,Hao,728,pharmaceuticals
44,Guangzhou,China,4000,Xiaopeng,M,Automotive,He,728,electric vehicles
78,Hamburg,Germany,4000,Michael,M,Fashion & Retail,Herz,728,coffee
71,Hamburg,Germany,4000,Wolfgang,M,Fashion & Retail,Herz,728,coffee
92,Saint John,Canada,4000,Arthur,M,Energy,Irving,728,oil
40,Stockholm,Sweden,4000,Victor,M,Finance & Investments,Jacobsson,728,fintech
81,Paris,France,4000,Marc,M,Finance & Investments,Ladreit de Lacharriere,728,finance
80,Hong Kong,Hong Kong,4000,Patrick,M,Manufacturing,Lee,728,paper
42,San Francisco,United States,4000,Max,M,Technology,Lytvyn,728,software
58,Nantes,France,4000,Gilles,M,Healthcare,Martin,728,laboratory services
53,New York,United States,4000,Ramzi,M,Finance & Investments,Musallam,728,private equity
88,Munich,Germany,4000,Georg,M,Technology,Nemetschek,728,software
78,Hokkaido,Japan,4000,Akio,M,Fashion & Retail,Nitori,728,home furnishings
61,Miami Beach,United States,4000,Daniel,M,Finance & Investments,Och,728,hedge funds
69,Ahmedabad,India,4000,Pankaj,M,Healthcare,Patel,728,pharmaceuticals
66,New York,United States,4000,John,M,Finance & Investments,Paulson,728,hedge funds
72,Milan,Italy,4000,Miuccia,F,Fashion & Retail,Prada,728,luxury goods
59,Los Angeles,United States,4000,Jean (Gigi),F,Service,Pritzker,728,"hotels, investments"
72,Valencia,Spain,4000,Juan,M,Fashion & Retail,Roig,728,supermarkets
72,Bethesda,United States,4000,David,M,Finance & Investments,Rubenstein,728,private equity
68,Seattle,United States,4000,Howard,M,Food & Beverage,Schultz,728,Starbucks
42,,Canada,4000,Alex ,M,Technology,Shevchenko,728,software
57,Potomac,United States,4000,Dan,M,Sports,Snyder,728,Washington Football Team
74,Konstancin,Poland,4000,Jerzy,M,Healthcare,Starak,728,pharmaceuticals
0,,Germany,4000,Udo & Harald,M,Technology,Tschira,728,software
66,Dallas,United States,4000,Kelcy,M,Energy,Warren,728,pipelines
82,Coral Gables,United States,4000,Herbert,M,Finance & Investments,Wertheim,728,investments
40,New York,United States,4000,Cameron,M,Finance & Investments,Winklevoss,728,cryptocurrency
40,New York,United States,4000,Tyler,M,Finance & Investments,Winklevoss,728,cryptocurrency
71,Youngstown,United States,4000,Denise,F,Sports,York,728,San Francisco 49ers
56,Shanghai,China,4000,Lixin,M,Technology,Zhao,728,electronics
82,Munich,Germany,3900,Hubert,M,Media & Entertainment,Burda,764,publishing
79,Rome,Italy,3900,Francesco Gaetano,M,Construction & Engineering,Caltagirone,764,"cement, diversified"
0,Buenos Aires,Argentina,3900,Marcos,M,Technology,Galperin,764,e-commerce
40,Beijing,China,3900,Xiang,M,Automotive,Li,764,electric vehicles
66,Greenwich,United States,3900,Stephen,M,Finance & Investments,Mandel,764,hedge funds
59,Seattle,United States,3900,Gabe,M,Gambling & Casinos,Newell,764,videogames
67,Basel,Switzerland,3900,Maja,F,Healthcare,Oeri,764,pharmaceuticals
0,Buenos Aires,Argentina,3900,Paolo & Gianfelice Mario,M,Metals & Mining,Rocca,764,pipe manufacturing
54,Hong Kong,China,3900,Neil,M,Finance & Investments,Shen,764,venture capital
82,Hong Kong,Hong Kong,3900,Helmut,M,Logistics,Sohmen,764,shipping
87,Beverly Hills,United States,3900,Donald,M,Real Estate,Sterling,764,real estate
70,Port Washington,United States,3900,Don,M,Food & Beverage,Vultaggio,764,beverages
72,Shijiazhuang,China,3900,Yiling,M,Healthcare,Wu,764,pharmaceuticals
64,Shanghai,China,3900,Gongshan,M,Manufacturing,Zhu,764,solar panel materials
75,New Orleans,United States,3800,Gayle,F,Sports,Benson,778,pro sports teams
72,McLean,United States,3800,William,M,Finance & Investments,Conway,778,private equity
71,Delhi,India,3800,Gurbachan Singh,M,Manufacturing,Dhingra,778,paints
74,Delhi,India,3800,Kuldip Singh,M,Manufacturing,Dhingra,778,paints
53,Milan,Italy,3800,Luca,M,Food & Beverage,Garavoglia,778,spirits
0,Delhi,India,3800,Vinod & Anil Rai,,Manufacturing,Gupta,778,electrical equipment
68,Knoxville,United States,3800,Jimmy,M,Fashion & Retail,Haslam,778,"gas stations, retail"
65,Milan,Italy,3800,Susan Carol,F,Manufacturing,Holland,778,hearing aids
55,Almaty,Kazakhstan,3800,Timur,M,Finance & Investments,Kulibaev,778,banking
54,Almaty,Kazakhstan,3800,Dinara,F,Finance & Investments,Kulibaeva,778,banking
82,Lille,France,3800,Michel,M,Fashion & Retail,Leclercq,778,sporting goods
58,Sag Harbor,United States,3800,Pablo,M,Finance & Investments,Legorreta,778,investments
59,Davos,Switzerland,3800,Margarita,F,Food & Beverage,Louis-Dreyfus,778,commodities
75,Los Angeles,United States,3800,Michael,M,Finance & Investments,Milken,778,investments
63,Dublin,Ireland,3800,Denis,M,Telecom,O'Brien,778,telecom
58,New York,United States,3800,Katharina,F,Real Estate,Otto-Bernstein,778,real estate
54,Los Angeles,United States,3800,James,M,Gambling & Casinos,Packer,778,casinos
79,Venice,Italy,3800,Sergio,M,Healthcare,Stevanato,778,medical packaging
64,Mumbai,India,3800,Leena,F,Healthcare,Tewari,778,pharmaceuticals
73,Netanya,Israel,3800,Yitzhak,M,Real Estate,Tshuva,778,real estate
78,Rechterfeld,Germany,3800,Paul-Heinz ,M,Food & Beverage,Wesjohann,778,chicken processing
56,Shenzhen,China,3800,Fangqin,F,Technology,Zeng,778,smartphone components
86,Changzhou,China,3800,Bajin,M,Manufacturing,Zhou,778,auto parts
75,Coconut Grove,United States,3700,William,M,Finance & Investments,Berkley,801,insurance
73,New York,United States,3700,John,M,Energy,Catsimatidis,801,"oil, real estate"
55,Shanghai,China,3700,Jianxing,M,Fashion & Retail,Che,801,furniture retailing
85,torino,Italy,3700,Gustavo,M,Healthcare,Denegri,801,biotech
84,Paris,France,3700,Charles,M,Manufacturing,Edelstenne,801,aviation
61,Santa Cruz,United States,3700,Reed,M,Media & Entertainment,Hastings,801,Netflix
85,Boston,United States,3700,Amos,M,Media & Entertainment,Hostetter,801,cable television
65,Greenwich,United States,3700,Brad,M,Logistics,Jacobs,801,logistics
70,Brunswick,Germany,3700,Friedrich,M,Fashion & Retail,Knapp,801,fashion retail
61,New York,United States,3700,William,M,Fashion & Retail,Lauder,801,Estee Lauder
76,New York,United States,3700,Richard,M,Real Estate,LeFrak,801,real estate
58,Beijing,China,3700,Guoqiang,M,Automotive,Li,801,auto dealerships
73,Jakarta,Indonesia,3700,Kwong,M,Energy,Low Tuck,801,coal
85,Tokyo,Japan,3700,Akira,M,Real Estate,Mori,801,real estate
61,Los Angeles,United States,3700,Anthony,M,Service,Pritzker,801,"hotels, investments"
87,New York,United States,3700,Ira,M,Finance & Investments,Rennert,801,investments
89,Chevy Chase,United States,3700,Bernard,M,Finance & Investments,Saul,801,"banking, real estate"
53,Chengdu,China,3700,Yonghong,M,Food & Beverage,Shi,801,restaurants
43,,South Korea,3700,Chi-hyung,M,Finance & Investments,Song,801,cryptocurrency
75,Pacific Palisades,United States,3700,Steven,M,Media & Entertainment,Spielberg,801,movies
60,Hong Kong,Hong Kong,3700,Luen Hei,M,Manufacturing,Wong,801,building materials
82,Paris,France,3600,Danielle,F,Service,Bellon,822,food services
40,Bangalore,India,3600,and Divya Gokulnath,,Technology,Byju Raveendran,822,education technology
75,Fuqing,China,3600,Tak Wong,M,Manufacturing,Cho,822,auto parts
70,New York,United States,3600,Charles,M,Real Estate,Cohen,822,real estate
66,George Town,Cayman Islands,3600,Kenneth,M,Finance & Investments,Dart,822,investments
76,Wilen,Switzerland,3600,Martin,M,Finance & Investments,Ebner,822,investments
55,Palo Alto,United States,3600,David,M,Technology,Filo,822,Yahoo
83,Esporles,Spain,3600,Miguel,M,Service,Fluxa Rossello,822,hotels
72,Boca Raton,United States,3600,John,M,Sports,Henry,822,sports
60,Beijing,China,3600,Kaijun,M,Healthcare,Hu,822,pharmaceuticals
79,Short Hills,United States,3600,Peter,M,Finance & Investments,Kellogg,822,investments
84,Indian Hills,United States,3600,James,M,Food & Beverage,Leprino,822,cheese
58,Moscow,Russia,3600,Iskander,M,Metals & Mining,Makhmudov,822,"mining, metals, machinery"
58,Kanton Schwyz,Switzerland,3600,Daniel,M,Metals & Mining,Mate,822,"mining, commodities"
60,Zug,Switzerland,3600,Aristotelis,M,Metals & Mining,Mistakidis,822,"mining, commodities"
75,Phoenix,United States,3600,Arturo,M,Sports,Moreno,822,"billboards, Los Angeles Angels"
58,Wenzhou,China,3600,Cunhui,M,Manufacturing,Nan,822,power equipment
76,Santiago,Chile,3600,Julio,M,Metals & Mining,Ponce Lerou,822,fertilizer
57,Springfield,United States,3600,J.B.,M,Finance & Investments,Pritzker,822,"hotels, investments"
81,Mumbai,India,3600,Chandru,M,Real Estate,Raheja,822,real estate
76,St. Louis,United States,3600,Rodger,M,Finance & Investments,Riney,822,discount brokerage
59,Shanghai,China,3600,Yuzhu,M,Diversified,Shi,822,"online games, investments"
75,Longkou,China,3600,Zuowen,M,Diversified,Song,822,"aluminum, diversified"
81,New York,United States,3600,Jerry,M,Real Estate,Speyer,822,real estate
50,Munich,Germany,3600,Julia,F,Manufacturing,Thiele-Schuerhoff,822,"brakes, investments"
79,Hong Kong,Hong Kong,3600,Chee Chen,M,Logistics,Tung,822,shipping
73,Nanjing,China,3600,Roger,M,Fashion & Retail,Wang,822,retail
66,Daye,China,3600,Shaoxun,M,Food & Beverage,Wu,822,wine
60,Beijing,China,3600,Wenzhong,M,Fashion & Retail,Zhang,822,supermarkets
63,Guangzhou,China,3500,Kaixuan,M,Manufacturing,Chen,851,household chemicals
83,,Bermuda,3500,Beatriz,F,Food & Beverage,Davila de Santo Domingo,851,beer
83,Mexico City,Mexico,3500,Antonio,M,Manufacturing,Del Valle Ruiz,851,chemicals
60,Stockholm,Sweden,3500,Carl,M,Diversified,Douglas,851,investments
53,Stockholm,Sweden,3500,Eric,M,Diversified,Douglas,851,investments
52,Beijing,China,3500,Jiangtao,M,Manufacturing,Du,851,chemicals
62,A Coruña,Spain,3500,Juan Carlos,M,Finance & Investments,Escotet,851,banking
57,Melbourne,Australia,3500,Fiona,F,Manufacturing,Geminder,851,manufacturing
72,Hangzhou,China,3500,Yuhua,M,Manufacturing,Gu,851,furniture
62,Carmel,United States,3500,James,M,Sports,Irsay,851,Indianapolis Colts
72,Singapore,Singapore,3500,Khoon Hong,M,Manufacturing,Kuok,851,palm oil
51,New York,United States,3500,Aerin,F,Fashion & Retail,Lauder,851,cosmetics
48,Seoul,South Korea,3500,Seo-hyun,F,Diversified,Lee,851,Samsung
46,Beijing,China,3500,Yongxin,M,Service,Li,851,education
70,Wynnewood,United States,3500,Jeffrey,M,Sports,Lurie,851,Philadelphia Eagles
72,Coatesville,United States,3500,Mary Alice Dorrance,F,Food & Beverage,Malone,851,Campbell Soup
86,Hong Kong,Hong Kong,3500,Ronald,M,Energy,McAulay,851,energy
35,San Francisco,United States,3500,Apoorva,M,Technology,Mehta,851,grocery delivery service
77,Tel Aviv,Israel,3500,Arnon,M,Media & Entertainment,Milchan,851,movie making
83,Tokyo,Japan,3500,Masahiro,M,Technology,Noda,851,software
0,Berlin,Germany,3500,Maren,F,Diversified,Otto,851,"retail, real estate"
66,Bassano del Grappa,Italy,3500,Renzo,M,Fashion & Retail,Rosso,851,fashion
83,Tulsa,United States,3500,Lynn,F,Energy,Schusterman,851,"oil & gas, investments"
53,Tel Aviv,Israel,3500,Gil,M,Technology,Shwed,851,software
69,Woodside,United States,3500,Thomas,M,Technology,Siebel,851,business software
87,Indianapolis,United States,3500,Herb,M,Real Estate,Simon,851,real estate
79,Berlin,Germany,3500,Friede,F,Media & Entertainment,Springer,851,publishing
60,Shanghai,China,3500,Zhenhua,M,Real Estate,Wang,851,real estate
80,Zug,Switzerland,3500,Hans Peter,M,Food & Beverage,Wild,851,flavorings
58,North Palm Beach,United States,3500,William,M,Food & Beverage,Wrigley,851,chewing gum
60,Shenzhen,China,3500,Zuoquan,M,Automotive,Xia,851,"automobiles, batteries"
52,Guangzhou,China,3500,Hua,M,Manufacturing,Xue,851,agribusiness
74,Montpellier,France,3400,Mohed,M,Construction & Engineering,Altrad,883,"scaffolding, cement mixers"
79,Fort Worth,United States,3400,Sid,M,Energy,Bass,883,"oil, investments"
86,Plantation,United States,3400,Nick,M,Food & Beverage,Caporella,883,beverages
38,Beijing,China,3400,Yixiao,M,Media & Entertainment,Cheng,883,video streaming app
60,New York,United States,3400,Wesley,M,Finance & Investments,Edens,883,investments
45,Los Angeles,United States,3400,Behdad,M,Finance & Investments,Eghbali,883,private equity
92,Redding,United States,3400,Archie Aldis,M,Manufacturing,Emmerson,883,"timberland, lumber mills"
48,Marina Del Rey,United States,3400,Jose E.,M,Finance & Investments,Feliciano,883,private equity
54,Hangzhou,China,3400,Liquan,M,Technology,Fu,883,surveillance equipment
95,Rye,United States,3400,David,M,Finance & Investments,Gottesman,883,investments
83,Gstaad,Switzerland,3400,Laurence,M,Fashion & Retail,Graff,883,diamond jewelry
45,Newbury Park,United States,3400,Jeff T. ,M,Media & Entertainment,Green,883,digital advertising
59,St. Louis,United States,3400,Jim,M,Technology,Kavanaugh,883,IT provider
65,New York,United States,3400,Steven,M,Finance & Investments,Klinsky,883,investments
67,Bryn Mawr,United States,3400,John,M,Food & Beverage,Middleton,883,tobacco
56,Jakarta,Indonesia,3400,Jerry,M,Finance & Investments,Ng,883,banking
46,Shanghai,China,3400,Tengyun,M,Service,Nie,883,logistics
66,Bangalore,India,3400,Nandan,M,Technology,Nilekani,883,software services
71,Scottsdale,United States,3400,Bob,M,Technology,Parsons,883,web hosting
89,Bangkok,Thailand,3400,Prasert,M,Healthcare,Prasarttong-Osoth,883,hospitals
70,Wenzhou,China,3400,Guanghe,M,Fashion & Retail,Qiu,883,fashion retail
71,Delray Beach,United States,3400,Richard,M,Food & Beverage,Sands,883,liquor
63,Delray Beach,United States,3400,Robert,M,Food & Beverage,Sands,883,liquor
86,Sioux Falls,United States,3400,T. Denny,M,Finance & Investments,Sanford,883,"banking, credit cards"
67,Cairo,Egypt,3400,Naguib,M,Telecom,Sawiris,883,telecom
57,Prague,Czechia,3400,Pavel,M,Metals & Mining,Tykac,883,coal mines
58,St. Petersburg,United States,3400,Todd,M,Manufacturing,Wanek,883,furniture
65,Los Angeles,United States,3400,Meg,F,Technology,Whitman,883,eBay
53,Los Altos Hills,United States,3400,Michael,M,Technology,Xie,883,cybersecurity
78,Hong Kong,Hong Kong,3400,Chenghai,M,Healthcare,Ye,883,pharmaceuticals
73,Xinxiang,China,3300,Kang,M,Healthcare,An,913,pharmaceuticals
48,Houston,United States,3300,John,M,Finance & Investments,Arnold,913,hedge funds
81,Delhi,India,3300,Arun,M,Manufacturing,Bharat Ram,913,chemicals
49,"Krotoszyn,",Poland,3300,Tomasz,M,Fashion & Retail,Biernacki,913,supermarkets
51,Grants Pass,United States,3300,Travis,M,Food & Beverage,Boersma,913,coffee
0,Hong Kong,Hong Kong,3300,Tan Ching-fen,F,Real Estate,Chan,913,real estate
64,Beijing,China,3300,Dongsheng,M,Finance & Investments,Chen,913,insurance
94,Montreal,Canada,3300,Jean,M,Fashion & Retail,Coutu,913,drugstores
58,Montabaur,Germany,3300,Ralph,M,Technology,Dommermuth,913,internet service provider
67,Rio de Janeiro,Brazil,3300,Walter,M,Food & Beverage,Faria,913,beer
81,Vancouver,Canada,3300,Bob,M,Real Estate,Gaglardi,913,hotels
87,Melbourne,Australia,3300,John,M,Real Estate,Gandel,913,shopping malls
78,Taizhou,China,3300,Xuande,M,Healthcare,Hua,913,pharmaceuticals
70,Dubai,United Arab Emirates,3300,Micky,M,Fashion & Retail,Jagtiani,913,retail
63,Racine,United States,3300,H. Fisk,M,Manufacturing,Johnson,913,cleaning products
66,Racine,United States,3300,S. Curtis,M,Manufacturing,Johnson,913,cleaning products
65,Racine,United States,3300,Helen,F,Manufacturing,Johnson-Leipold,913,cleaning products
72,Sao Jose dos Pinhais,Brazil,3300,Miguel,M,Fashion & Retail,Krigsner,913,cosmetics
65,Shenzhen,China,3300,Jianquan,M,Healthcare,Li,913,consumer products
72,Taipei,Taiwan,3300,Ming-hsiung,M,Fashion & Retail,Lin,913,supermarkets
62,Virginia Beach,United States,3300,Winifred J.,F,Manufacturing,Marquart,913,cleaning products
69,Bangalore,India,3300,Kiran,F,Healthcare,Mazumdar-Shaw,913,biopharmaceuticals
60,Johannesburg,South Africa,3300,Patrice,M,Metals & Mining,Motsepe,913,mining
55,Bielefeld,Germany,3300,Alfred,M,Fashion & Retail,Oetker,913,consumer goods
49,Bielefeld,Germany,3300,Carl Ferdinand,M,Fashion & Retail,Oetker,913,consumer goods
43,Bielefeld,Germany,3300,Julia,F,Fashion & Retail,Oetker,913,consumer goods
70,Hong Kong,Hong Kong,3300,Wai Sheun,M,Real Estate,Or,913,real estate
74,San Francisco,United States,3300,Jay,M,Real Estate,Paul,913,real estate
87,Santiago,Chile,3300,Horst,M,Fashion & Retail,Paulmann,913,retail
78,Jakarta,Indonesia,3300,Theodore,M,Diversified,Rachmat,913,diversified
74,Cary,United States,3300,John,M,Technology,Sall,913,software
58,Stuttgart,Germany,3300,Stefan,M,Media & Entertainment,von Holtzbrinck,913,publishing
78,Mumbai,India,3300,Nusli,M,Food & Beverage,Wadia,913,consumer goods
80,Palm Beach,United States,3300,Steve,M,Gambling & Casinos,Wynn,913,"casinos, hotels"
53,Jiaxing,China,3300,Weidong,M,Manufacturing,Yang,913,chemicals
55,Windsor,Canada,3300,Barry,M,Manufacturing,Zekelman,913,steel
56,Beijing,China,3300,Shilong,M,Technology,Zhang,913,semiconductor
59,Zhuzhou,China,3300,Ruonong,F,Manufacturing,Zhong,913,electronics
42,Sydney,Australia,3200,Cameron,M,Technology,Adams,951,software
69,Luancheng,China,3200,Dongchen,M,Healthcare,Cai,951,pharmaceuticals
90,Bangkok,Thailand,3200,Vanich,M,Finance & Investments,Chaiyawan,951,"insurance, beverages"
0,Las Vegas,United States,3200,Andrew & Peggy,,Food & Beverage,Cherng,951,restaurants
78,Palm Beach,United States,3200,James,M,Technology,Clark,951,"Netscape, investments"
79,Sydney,Australia,3200,Jack,M,Food & Beverage,Cowin,951,fast food
86,Cernusco Lombardone,Italy,3200,Giuseppe,M,Manufacturing,Crippa,951,microchip testing
54,Krasnodar,Russia,3200,Sergei,M,Fashion & Retail,Galitsky,951,retail
39,Phoenix,United States,3200,Ernest,M,Automotive,"Garcia, III",951,used cars
71,Oakville,Canada,3200,Peter,M,Construction & Engineering,Gilgan,951,homebuilding
60,Chicago,United States,3200,Joseph,M,Food & Beverage,Grendys,951,poultry processing
86,Erie,United States,3200,Thomas,M,Finance & Investments,Hagen,951,insurance
55,Boston,United States,3200,Robert,M,Telecom,Hale,951,telecom
68,London,United Kingdom,3200,Michael,M,Finance & Investments,Hintze,951,investment
59,Hong Kong,Hong Kong,3200,Pansy,F,Gambling & Casinos,Ho,951,casinos
58,Geneva,Switzerland,3200,Alan,M,Finance & Investments,Howard,951,hedge funds
